business_id,similar_1,similar_2,similar_3
jSnkD2SpD-jcJjBjmxqHpw,Flying Cranes Cafe - Cleveland,Chopstick Chinese Restaurant - Cleveland,Souper Market - Lakewood
jXesESAWe36uVfwW6dQHhA,Wolfey's Bistro & Pub - Elyria,Two Bucks - Middleburg Heights,Ziggy's Pub & Restaurant - Amherst
jZwqcK3UF3Aa8nxrh9BHig,El Campesino Mexican Restaurant - Streetsboro,Village Gardens Restaurant & Pastries - Cuyahoga Falls,El Rancho Mexican Restaurant - Cuyahoga Falls
ja7zjowr6ymsVglQXZZ6BA,Panda Express - Parma,Han Chinese Kabob & Grill - Cleveland,Souper Market - Lakewood
jdaqp6fW0TqP2TdHatB7Pw,Li Wah - Cleveland,Cravings Cafe - Rocky River,Udupi Cafe - Parma Heights
jdmIyGlOZ2Jc68CDgFDp3Q,Barrio - Cleveland,Barrio - Lakewood,Barrio - Cleveland
je-bXfsQce0HiKb8PtOrVA,Little Hong Kong - Cleveland,Istanbul Mediterranean Grill - Avon,Aladdin's Eatery - Cleveland
jhCcZgDhPh5oiPgOXYTkrg,Best Gyros - Northfield,Gyro Guys - Cleveland,The Diner On Clifton - Cleveland
jhru06vUIVpEPu-_ezj37Q,Rusty Bucket Restaurant & Tavern - Solon,Loco Leprechaun - Westlake,Granite City Food & Brewery - Lyndhurst
jkpWFKgjjd8xcnjpTfeb3Q,Yours Truly Restaurants - Mentor,Rise and Dine Cafe - Chesterland,Yours Truly Restaurant - Valley View
jmTirQw-n4V_Z4g1-RE9iw,Fun Buffet - Streetsboro,Beet Jar Juicebar & Takeaway - Cleveland,Kumo Japanese Seafood Buffet - Parma
jmeDvVx3wzCBlTBN7XNb-Q,Grove Hill - Chagrin Falls,Nou.veau - Concord,Don's Pomeroy House - Strongsville
jupZgQp3y_RqsVGJINX2Dg,Jackalope Lakeside - Lorain,J Pistone Market & Gathering Place - Shaker Heights,IHOP - Cleveland
k-XN0KuOWPU5xZlfXOVSlA,The Cutting Board - Aurora,Houlihan's - Strongsville,Fat Cats - Cleveland
k0Bj4ZYyoICz6Mhx2f9Udg,Slyman's Tavern - Independence,Jake's On The Lake - Avon Lake,Manhattan Deli Bar & Grille - Willoughby
k1FNfGvknWVC_GzirQThmA,Lone Star Steakhouse - North Olmsted,Austin's Wood Fire Grille - Brecksville,Girves Brown Derby - Medina
k2sHZR4-JsFQhZHAf4JRQw,Civilization - Cleveland,Sushi Rock - Beachwood,Rising Star Coffee Roasters - Cleveland
k3XDcr3AI9OgWp356TV3_Q,XO Seafood & Oysters - Beachwood,Dervish Mediterranean & Turkish Grill - Avon,Brio Coastal Bar & Kitchen - Fairlawn
k5EWtJUwzc0GiVkVM1Gdaw,Rivals Sports Grille - Cleveland,Mulligans Pub and Grill - Avon,Mavis Winkle's Irish Pub - Twinsburg
k7mmURt3jRG4BxpVMlavcA,Ninja City Kitchen and Bar - Cleveland,811 Kitchen Bar Lounge - Cleveland,Local Tavern's Fish Bar - Painesville
k9rR23TeanYDFEdqUK9Hjw,Melt Bar and Grilled - Mentor,River Dog Cafe - Rocky River,Jake's On The Lake - Avon Lake
k9vukbB0xYq_FC9KpktnbQ,Flying Fig - Cleveland,The Cutting Board - Aurora,Noosa Bistro - Mentor
kF1Rr2bMPujucUihlitT2g,Minh-Anh Vietnamese Restaurant - Cleveland,Thai Kitchen - Lakewood,Taydo Vietnamese & Chinese Restaurant - Parma
kH8BdX2FEdREBXfeDsgjYw,Fired Up Taco Truck - Cleveland,Bogtrotters Doorstep - Cleveland,Chipotle Mexican Grill - South Euclid
kJ34esV7NSbnLZeYzx4Rug,Bombaychaat - Cleveland,Thai Kitchen - Lakewood,Chipotle Mexican Grill - Independence
kROYR_6mVfg9WgJ7z1HOSA,B Spot - Westlake,The Rail - Fairlawn,Flip Side - Hudson
kRlzBlhoD9P__yElGJGTcg,Two Bucks North Olmsted - North Olmsted,Buffalo Wild Wings - Medina,Mulligans Pub and Grill - Avon
kXIJwryYY2xDHNnI7jz-WQ,King Wah - Rocky River,House of Hunan - Fairlawn,Cuisine Du Cambodge - Cleveland
kZ36LGvnwetEq-seqwhkkw,Tres Potrillos - Medina,Saaj Lebanese Bar & Grill - Solon,Tres Potrillos - Beachwood
kd4PwIjtWK2Lx0wUcovo5A,Dewey's Pizza - Lakewood,Tasty Pizza - Cleveland,Dewey's Pizza - Cleveland Heights
kfbBBxJg-oatbY-YHf7qpw,East End Restaurant & Bar - Cleveland,Rivals Sports Grille - Cleveland,Happy Moose Bar & Grill - Mentor
kk9EKe6niji9uvo89Gk04Q,Chili's - Macedonia,Hard Rock Cafe - Cleveland,Rockne's - Cleveland
kkNWzhSpAjxm0zIxol3IzQ,Boaz Cafe - Cleveland,Charm Thai Restaurant - Parma,Bangkok Thai Cuisine - Cleveland
kmGXnOfkBldRQ_ECXytFUQ,Pier W - Lakewood,Bakersfield - Cleveland,Sol - Willoughby
knDXdt6qgwd4xVPUsgkfWw,P J Marley's - Medina,The Rail - Strongsville,Dynomite Burgers & Sushi - Cleveland
knJh7agyWMdPyndI9dURjw,Pier W - Lakewood,Castillo Mexicano - Lorain,Bomba Tacos & Rum - Rocky River
kp9IG_6UDGFn8HxlIDBusQ,IL Bacio - Cleveland,Bruno's Ristorante - Cleveland,Bravo  Cucina Italiana - Mentor
ku3vgpcjyb_AXhTuttJaKA,El Campesino - Stow,Scramblers - Strongsville,Hotspot Cafe - Cleveland
ky4AyA_y6gx20tf95mZxSA,100th Bomb Group - Cleveland,Adega - Cleveland,Rusty Anchor - Cleveland
kyphxFtMIC6w7ktg-fwxWA,Señor Tequila Mexican Grill & Cantina - Cleveland,Hibachi Japan Steak House - Cuyahoga Falls,Hibachi Japanese Steakhouse - Independence
l-TaawqI-mlN4z_N9WdW9Q,Barley House - Cleveland,Society Lounge - Cleveland,Sheraton Suites Akron/Cuyahoga Falls - Cuyahoga Falls
lBPes5kPthKicPVhhE-bfg,Red Robin Gourmet Burgers - Orange Village,21 Lounge & Kitchen - Cleveland,The Jailhouse Taverne - Grafton
lCSYZzLHWkWmya4lauc1rQ,Mike & Dee's Diner - Cleveland,Rubin's Family Restaurant & Deli - Cleveland,Bagley's Grill - Middleburg Heights
lDVrw4kaua2W4GeP4Cy-EQ,Mama Roberto's - Mentor,Tomaydo Tomahhdo Express - Cleveland,Pepper's Italian Restaurant - Lakewood
lHLNQnEHwCJ_CROCfCxEzw,Tony Maloney's - North Royalton,Cyclones Pitas - Fairview Park,Pranzo! - Willoughby
lJU19A8gxyNT1gU8y4pv1w,Skyline Chili - Lyndhurst,LongHorn Steakhouse - Cuyahoga Falls,Tree Huggers Cafe - Berea
lZTiB75nCqHc8Q4vGZdmoA,Hansa Brewery - Cleveland,Jukebox - Cleveland,"Red, Wine & Brew - Mentor - Mentor"
l_MAsRrpzf2sXPykr9DyxQ,Courthouse Pizzeria - Medina,Pizza Whirl - Cleveland,Gina's Pizza - Bay Village
lcd71KXyEdFjGzWdqH3tAw,Sushi 86 - Cleveland,Shuhei - Beachwood,Ninja Sushi And Hibachi - Mentor-on-the-Lake
ldcU-kbczm2jmBv8RIWXBA,J Pistone Market & Gathering Place - Shaker Heights,Blue Canyon Kitchen & Tavern - Twinsburg,LongHorn Steakhouse - Solon
le3JWiS5uZTkofP90Rm0pA,Manhattan Deli - Mentor,Le Petit Triangle Café - Cleveland,Dianna's Deli & Restaurant - Lakewood
lfdiEgr4xbbn6waskIZj4A,Winking Lizard Tavern - Macedonia,Winking Lizard Tavern - Bedford,The Brew Kettle - Strongsville
liPSeXaAfv8jxRGJ717VmQ,Buckeye Beer Engine - Lakewood,Fox & Hound - Mayfield Heights,Bar Louie - Westlake
lop2cMZ8mml0PqY1epavbA,Pizzazz Pizza & Dining Room - Mayfield Village,Sainatos - Cleveland,3 Palms Pizzeria - Hudson
lpel3pRFAzlow7u2TJMz4Q,Arturo's Bar & Grille - North Olmsted,Saucy Brew Works - Cleveland,Gillespie's Map Room - Cleveland
lrL8WPWBesBm2cfUoLvwJA,Hatfield's Goode Grub - Cleveland,Skyline Chili - Lyndhurst,Brooklyn Barbeque - Cleveland
lrcMYPgo5K1GqZFTMGqQOw,Señorita Bonita's Mexican Grill & Cantina - Solon,El Taco Macho - Painesville,Sí Señor Mexican Restaurant - Cleveland
m3DVIvPsuLuA9OMSgWNLcQ,House of Hunan - Medina,Mitchell's Homemade Ice Cream - Avon - Avon,Rebol - Cleveland
m9Cme6bUPuZFtqhN1AgmdQ,Perk-Cup! Cafe - Berea,Arashi Japan Steak House - Westlake,Akira Hibachi & Sushi - Solon
m9eF1rD6Cnwn69z45_cBLA,Otani Japanese Restaurant - Cleveland,Frankie's Wok - Brecksville,Umi Sushi - Middleburg Heights
mCdhEWxl0a4r5OQWgdfF2Q,El Taco Macho - Painesville,Helvetica Juice Bar & Cafe - Lakewood,Vieng's Asian Bistro - Westlake
mF2EW3twSrFPmT_RVV1-Qg,Rebol - Cleveland,Bloom Bakery at Public Square - Cleveland,Mitchell's Homemade Ice Cream - Avon - Avon
mIl2E5qSPveA6Bl9aXAMjw,Burgers 2 Beer - Solon,Bar 145 - Kent,Bar 145 - Avon - Avon
mLjDh0vQYBCY6g9T1HczVw,The Detroiter - Lakewood,Winking Lizard Tavern - Cleveland,Grayton Road Tavern - Cleveland
mNRoes9FSur0hPrjt-i-tw,Local Tavern - Mentor,Sammies Bar and Grill - Tallmadge,Moosehead Saloon - Westlake
mNY5ae_BKXNt_fPMrXd-3A,Skye Bistro - Mentor,Nou.veau - Concord,Alley Cat Oyster Bar - Cleveland
mNsjRWm99TFmssgKJX_kyg,Lager & Vine Gastropub & Wine Bar - Hudson,Buffalo Wild Wings - Warrensville Heights,Main Street Cafe - Medina
mTcPc9rE43XrG05RQOjnWw,Soho Chicken + Whiskey - Cleveland,Olive Garden Italian Restaurant - Beachwood,"Red, the Steakhouse - Beachwood"
mVTa6yJrJE8cGg7A4hSXbg,Yours Truly Restaurants - Cleveland,The Diner On Clifton - Cleveland,Lyndhurst Diner - Lyndhurst
mXaqyzYTqiTc-LrTFAm0Yw,Seoul Garden Korean Restaurant - Cuyahoga Falls,La Taqueria - Richmond Heights,Luna's Deli & Restaurant - Northfield
mY9tk1ZVMf9Zco9SaXMk6Q,Don's Pomeroy House - Strongsville,Blue Point Grille - Cleveland,Adega - Cleveland
mYi7ta5ix38qaqrxdPEctA,Wilbert's Food & Music - Cleveland,Barley House - Cleveland,Society Lounge - Cleveland
mbPaXByWZBZUGqvh8ewmTA,Eddie's Pizzeria Cerino - Seven Hills,Zeppes Pizzeria & Italian Bistro - Hudson,Frankie's Italian Cuisine - North Olmsted
meXjqyhTNLFmknY39y2sMg,Avon Brewing Company - Avon,Winking Lizard Tavern - Cleveland,Winking Lizard Tavern - Beachwood
mgkzOlvtT_PUHIt1ftjcPQ,Trader Jack's Riverside Grille - Eastlake,Winners Sports Bar & Grill - Cleveland,Stonehouse Grill - Westlake
mix9TDHF-58FVPgI6jMYUw,Swensons Drive-In - Seven Hills,Swensons Drive-In Restaurants - Stow,Swensons Drive-In - West Akron
mlCDsdVFuZvRGrJTfQ6amw,The Rib Cage Smokehouse and Bar - Cleveland Heights,Melt Bar and Grilled - Cleveland Heights,Forage Public House - Lakewood
mpG1R1ktTI3x1twNBsGvXQ,"First Watch - Breakfast, Brunch & Lunch - University Heights",Sittoo's Pita & Salad - North Olmsted,Dolphin Family Restaurant - Northfield
mrCOQuRY60xAMkQVSf3nCA,806 Martini and Wine Bar - Cleveland,Ohio Brewing Company - Cuyahoga Falls,Becky's - Cleveland
ms4nFq8B56RHkFViRaAiWQ,El Carnicero - Lakewood,Marble Room Steaks and Raw Bar - Cleveland,Sterle's Country House - Cleveland
mtWFEF2yTAALgBKZPuxkGw,Redhawk Grille - Painesville,Main Street Cafe - Medina,Firehouse Grille & Pub - Willoughby Hills
myorOrDcPgwYwNXcFs0qBQ,Old Fashion Hot Dogs - Cleveland,Sushi Rock - Cleveland,Ginko - Cleveland
n-Muw3wnU-INyXkgPtZVVg,Moxie - Beachwood,Fleming's Prime Steakhouse - Woodmere - Woodmere,Brio Coastal Bar & Kitchen - Lyndhurst
n0NH0FW8NU3zfeJY3QluMQ,PJ McIntyres Irish Pub - Cleveland,On Tap Medina - Medina,Ironwood Cafe - Westlake
n3cFalLLuMyAy3Oe2dcwQw,Xinji Noodle Bar - Cleveland,The Cheesecake Factory - Westlake,Olive Garden Italian Restaurant - North Olmsted
n76C6YBhGlNhupeB8ksiCw,Rowley Inn - Cleveland,The Jolly Scholar - Cleveland,Drink. Bar & Grill - Cleveland
nCHs1mANWBdFIAYBKdUy4Q,Heck's Cafe - Cleveland,The Hot Dog Diner - Parma,Steak 'n Shake - Brooklyn
nDT0T3yW6G89vzdx4p_P4A,Sakura Sushi House - Strongsville,Phoenix Express - Stow,Shinano Sushi Bar & Japanese Cuisine - Solon
nEMUUOvFB2Vi90uiF4rlCg,Steak 'n Shake - Elyria,Rustic Restaurant - Rocky River,Steak 'n Shake - Brunswick
nIJr76IGIGS3nkmieY3Vow,Aldo's Restaurant - Brooklyn,Dino's III - Wickliffe,The Original Mario Fazios - Willoughby Hills
nJrFxROYx9sis3acKkhzgA,Fahrenheit - Cleveland,One Red Door - Hudson,Molinari's - Mentor
nMscHTw8QDyXjT5iteO9aA,Merry-Arts Lounge - Lakewood,Brennan's Colony - Cleveland Heights,The Jolly Scholar - Cleveland
nO0UrzXWSzWkghUGL7fxuw,"Red, the Steakhouse - Beachwood",Salmon Dave's Pacific Grille - Rocky River,Mallorca - Cleveland
nPyYW0YymDzs8fqMnyO1fg,Cafe Tandoor - Cleveland Heights,Tandul - Cleveland,Taza - A Lebanese Grill - Woodmere
nRmTDIs3Gbis9aX2-v1qcw,Slyman's Tavern - Beachwood,Merchant Street - Cleveland,Cleveland Chop - Cleveland
nWW6fBfBljiRFa4sG7TyxA,The Morehouse Willoughby - Willoughby,Hodge's - Cleveland,Smokey Bones Bar & Fire Grill - Mentor
nXWYL8_93xZkUPvuOTFmAw,Panini's Bar and Grill - Brunswick,PJ McIntyres Irish Pub - Cleveland,Flannery's Pub - Cleveland
nZnebnuZDiBJxEMDxcDF-w,Jake's On The Lake - Avon Lake,Niko's Bar & Gyros - North Royalton,Quaker Steak & Lube - Mentor
nZvjGGWpzkPOf0ypOezoZg,Tito's Mexican Grill - Fairlawn,Luchita's Mexican Restaurant - Cleveland,El Patron Mexican Grill & Cantina - Chardon
n_UkzLCAMCIqhUnu-iLQyw,Joey's Bistro Bar - Cleveland Heights,Bravo! Cucina Italiana - Woodmere,The Woods Restaurant & Lounge - Rocky River
n_UlhRNcv9dm04NbUNBrFQ,Lemongrass Grill - Munroe Falls,Aladdin's Eatery - Fairlawn,Zoup! - Middleburg Heights
nkTKlVAdh7DhFJMFvQiAXQ,Musketeers Bar & Grill - Richfield,South East Gears & Cheers Restaurant & Bar - Bedford Heights,Ballantine - Willoughby
nkubaPIxnt6ZYhjKsAe3yg,J. Gumbo's - Cleveland,Thai Orchid - Mentor,Wild Mango Restaurant & Bar - North Olmsted
nqhJsABaWaKhOQrR79J-wg,Music Box Supper Club - Cleveland,Ziggy's Pub & Restaurant - Amherst,Brewster's - Twinsburg
nqiTujxNtEpA8dPATEQRrg,Brasa Grill - Cleveland,AMP 150 - Cleveland,Hook & Hoof - Willoughby
ntds2JP29DPYp765oFqptw,100th Bomb Group - Cleveland,Welshfield Inn - Burton,White Oaks - Westlake
ntkeyTQNc735Dr-yjGd_IQ,Chipotle Mexican Grill - South Euclid,The Proper Pig Smokehouse - Lakewood,Bogtrotters Doorstep - Cleveland
nts1_37T4zyG8wTBdh9BZg,Maya - Berea,Nick's Diner - Cleveland,Bay Diner - Bay Village
nv1XdkWviHXO7N6mK8O1yg,Adega - Cleveland,Moxie - Beachwood,Hyde Park Prime Steakhouse - Beachwood
nybEvSB5y3deFPOP7rE46A,Bricco Kent - Kent,West End Bistro - Chagrin Falls,Sorrento Ristorante & Pizzeria - Sheffield Village
o4HbgQnUkYnTLsbb6K5hjg,Barley House - Cleveland,CLE Urban Winery - Cleveland Heights,Bonnie's Bar and Grill - Fairview Park
oBX1gy7oj6w6W3VocRQaGw,Taj India Palace - Cleveland,Peppermint Thai Cuisine - Pepper Pike,Dragon Gate - Parma Heights
oHeiAs-mnDJU1_4BD8_5Dg,Saaj Lebanese Bar & Grill - Solon,Hibachi Japan Steak House - Cuyahoga Falls,Tres Potrillos - Beachwood
oJTSBiliPgkIhss2ZqJ_xA,Red Lantern Kitchen & Bar - Cleveland,BRIM Kitchen + Brewery - Willoughby,Lagerheads - Medina
oRwrwDVRn1QqE2-03DGwAQ,Panini's Bar & Grill - Kent,Muldoon's Saloon & Eatery - Cleveland,Wilbert's Food & Music - Cleveland
oSS4sjOEjsubAKdTuAErfw,Cabin Club - Westlake,Batuqui - Cleveland,Timber Lodge - Medina
oWwa7fZCUdjsyhAuUGXtxQ,Delta Blue Seafood & Barbeque - Berea,Joe's Deli - Rocky River,Mission BBQ - Parma
oZH3Ee7Yjk7u8B4Ed0oVOg,Trader Jack's Riverside Grille - Eastlake,Stonehouse Grill - Westlake,Thyme2 - Medina
o_une30mUUXlFdcud-cqWw,CoreLife Eatery - Strongsville,Imperial Wok Chinese Restaurant - Solon,Chipotle Mexican Grill - Willoughby
ocBfn9XvZvcG60djHui71Q,Beachcliff Tavern - Rocky River,Panini's Bar & Grill - Concord,Panini's Bar & Grill - Twinsburg
oeQaMFH0VoC2b_24x0smMA,Fourk - Mentor,The Greenhouse Tavern - Cleveland,Forage Public House - Lakewood
okav_oMBLcbn7vsHOJLQGA,Arashi Japan Steak House - Westlake,Crepes In the City - Willoughby,Nobu Tei - Solon
om7YKYOC-Dulqq4Bl5lRYg,Southside Diner - Parma,Mucho Buenos - Brunswick,Addy's Restaurant - Cleveland
oozIL8eYhtkvdhOhoa7Lfw,Lyndhurst Grill by J. Alexander's - Lyndhurst,Jimmy's Backyard BBQ - Cuyahoga Falls,Old Carolina Barbecue - Stow
oq9bF1KUzSldObMSQ_aalQ,Loco Leprechaun - Westlake,Granite City Food & Brewery - Lyndhurst,Claddagh Irish Pub - Lyndhurst
oqw4S8STSD17Zik8qXxp5w,Bar Louie - Lyndhurst,Rush Inn Bar & Grill - Avon,Doogan's of Aurora - Aurora
or4yipilbCkKIFnF1RP5Ow,Grove Hill - Chagrin Falls,Rue 254 - Avon,The Taverne of Richfield - Richfield
orrrhqRRUORIzUSxWTveKg,Latitude 41n - Cleveland,Fluffy Duck Cafe - Cleveland,Fragapane Bakeries - North Olmsted
osaAof7PCiXg6GRdUjL6mQ,Davis Bakery & Delicatessen - Woodmere,My Thai - Chesterland,Byte Cafe - Cleveland
ot5yZI1n1TRASH2ylY-yBg,Lehman's Deli - Westlake,Yours Truly Restaurants - Medina,Mentor Family Restaurant - Mentor
owV0aSgh4t_9aG56iPxGEw,Great Taste Chinese Restaurant - Cleveland,Han Chinese Kabob & Grill - Cleveland,China Renaissance - North Olmsted
oxeW1tSB-e_oIzCQZtqyTw,Bac Asian American Bistro & Bar - Cleveland,Crop Bistro & Bar - Cleveland,Stir Crazy Fresh Asian Grill - Lyndhurst
p-7tiC02sUp1JtQNtPL31g,Rusty Anchor - Cleveland,100th Bomb Group - Cleveland,White Oaks - Westlake
p1eUTUB_5hf1enoKYBV3DA,M Italian - Chagrin Falls,Maxi's - Cleveland,Wood & Wine - Avon
p26WM22RrRvkyEztJd57ag,Rockne's - Streetsboro,O'Charley's Restaurant & Bar - Strongsville,The Fix Bistro - Cleveland Heights
p2OvNFiFKnRoWSRON4-lcA,Cozumel - Brunswick,Los Gallos Mexican Restaurant - Bedford,Tito's Mexican Grill - Fairlawn
p6Rf2hsyF1eYVJk9ag3W2A,Chipotle Mexican Grill - Independence,Bombaychaat - Cleveland,Cravings Cafe - Rocky River
p7l2gwNMiyyr7PjMCoqeeA,Wing Warehouse Sports Bar and Grille - Stow,Doogan's of Aurora - Aurora,Rush Inn Bar & Grill - Avon
p9wsRYjSo4yIb14ijaNEnA,Girves Brown Derby - Streetsboro,Cafe Melissa - Avon Lake,The Boiler 65 - Cleveland
pGjtxXBq4tZcdKdgTU-Tww,Roly Poly - Mayfield Heights,Wild Papaya Thai Cuisine - Kent,Istanbul Mediterranean Grill - Avon
pGu7YwnkIueer-3r3pkQdg,Guys Pizza Co - Cleveland,Samosky's Homestyle Pizzeria - Valley City,Biga Wood Fired Pizzeria - Kirtland
pM5OiwjOih7twp4mP0Rmhw,The Reddstone - Cleveland,Bonnie's Bar and Grill - Fairview Park,Hansa Brewery - Cleveland
pOhX1XjbBdPoO2Fyy8RGJg,Crust - Cleveland,Cleveland Pizza Co - Willowick,DeGaetano's Village Square Pizza - Woodmere
pUSXdML1e4ThKmiqa1Wvmw,Ray's Place - Fairlawn,Mulligan's Pub and Grille - Highland Heights,Brennan's Colony - Cleveland Heights
pWyhmTVRNw6hix3J__SqvQ,Scramblers - Strongsville,Tip Top Restaurant & Catering - Stow,Rise and Dine Cafe - Chesterland
pZIKo5njTPM6XhwfRxXXQQ,Gabe's Deli - Cleveland,Salad KraZe - Avon Lake,La Bodega - Cleveland
pbV5b3rXgUuv8DpLUAtJYw,Outback Steakhouse - Westlake,Kosar's Wood-Fired Grill - Northfield,Brown Derby - Cleveland
pc8Zn3nuwm4o91vZgXTubA,Dragon Garden Restaurant - Northfield,Feng Lz Habachi Sushi & Bar - Broadview Heights,Eat At Joe's - Cleveland
pcs7jXj_mvuLQq6DQ3Ggcg,Flaming Ice Cube - Cleveland,Helio Terra Vegan Cafe - Cleveland,Dim And Den Sum - Cleveland
pfKRzf2-Mna36bJ4KgKIxg,Phusion Cafe - Cleveland,Thai Thai - Lakewood,Mekong River Restaurant - Cleveland
pfyH89xsKRasjCp1j9z3vw,Vintage Tea & Coffee - Cleveland,Kung Fu Tea - Cleveland,Taco Tonto's - Kent
pnYDtPaVw_xRBHm9y0y4gg,Denny's - Cleveland,Watami Japanese Seafood Buffet & Grill - Parma,Chipotle Mexican Grill - Warrensville Heights
q4mx-ff4_LvU3NnMvNIrZA,Fisher's Cafe & Pub - Peninsula,Local Tavern - Mentor,Moosehead Hoof & Ladder - Olmsted Falls
q50PTYB15EO2jEwgv-9vrA,IHOP - Cleveland,Los Gallos Mexican Restaurant - Bedford,Denny's - Independence
q5viyMO6EtJMmmarb4YmIA,Outback Steakhouse - Westlake,Brown Derby - Cleveland,O'Charley's Restaurant & Bar - Strongsville
q6BiPGNf2ANWkwal9HPkQg,Sí Señor Mexican Restaurant - Westlake,Chipotle Mexican Grill - Mayfield Heights,Don Ramon's Mexican Restaurant - Lyndhurst
q8SrBqmGOBiXSJ6Hqy6f7A,Dewey's Coffee House - Cleveland,Cool Beans Cafe - Medina,Civilization - Cleveland
qDqHD4iPXPecT1WnV0JRzA,Hofbrauhaus Cleveland - Cleveland,Cleveland Airport Marriott - Cleveland,87 West 2 - Westlake
qGJZ1C3rUjqZ6LAtNMjQtw,Giuseppe's Ristorante - Northfield,Tastebuds - Cleveland,Angelo's Nido Italia - Cleveland
qLUr-ZPGVJejkSXIUenw6w,Chick-fil-A - Strongsville,Franklin Square Deli - Kent,The Original Pancake House - Fairview Park
qO7dpBAVxbrR4GbtR2uCOw,Chili's - North Olmsted,Steak 'n Shake - Macedonia,The Mason Jar Grill & Pub - Aurora
qTxyr3QWe01S_K4Cw8On5g,Buffalo Wild Wings - Warrensville Heights,Great Scott Tavern - Euclid,Lager & Vine Gastropub & Wine Bar - Hudson
qWi9dNGo9D9I4F9RANc-6g,Das Schnitzel Haus - Parma,The Plum - Cleveland,Sterle's Country House - Cleveland
qZZ8VU1Bk-xCruEAZNwm6A,3 Palms Pizzeria - Hudson,3 Palms Pizzeria - Westlake,Mellow Mushroom - Rocky River
q_lznPwJiprULcyYudWq1g,Drink. Bar & Grill - Cleveland,The Brew Kettle - Strongsville,The Jolly Scholar - Cleveland
qbDaSyxDfUZNheucJym2Pg,Panda Wok Asian Cuisine - Lakewood,Rincón Criollo - Cleveland,Superior Pho - Cleveland
qcmw9NdY-vAoU7En5uic1g,pizzaBOGO - Cleveland,Ohio City Pizzeria - Cleveland,Altieri's Pizza - Stow
qfOSFYfT23CIya1KmD7EGw,Winking Lizard - Peninsula,Winking Lizard Tavern - Bedford,Brew House Bar & Grill - Parma Heights
qjTPOOiUMZEhOBshHAXpQg,Skye Bistro - Mentor,Square 22 - Strongsville,Welshfield Inn - Burton
qkNUFhCZurQCbaOpjF44IQ,Tavern At Twin Lakes - Kent,Cowboy Food & Drink - Chagrin Falls,The Office Bistro Bar - Cuyahoga Falls
qlg2QMEErgseygqs_MQETA,Ken Stewart's Tre Belle - Bath,Wood & Wine - Avon,Maxi's - Cleveland
qvVYYnapp7sdDChoLaa-uw,Crop Rocks - Cleveland,Flat Iron Café - Cleveland,Lion's Pub - Cleveland
qw6gr0f7yIuG5WCcYLQBSA,Cracker Barrel Old Country Store - Sheffield Village,L.A. Pete's - Independence,Compadres - Painesville
qwR_Oy11Nx7l8zoC7Vj3Rg,Tick Tock Tavern - Cleveland,Quaker Steak & Lube - Mentor,Townhall - Cleveland
qze2r_DmAdagxDvvgQl7nw,Rising Star Coffee Roasters - Cleveland,Rio Coffee Brewery - Avon Lake,Arabica - Willoughby
r0DureDzsHpzs_VZem5k7g,O'Charley's Restaurant & Bar - Strongsville,Kosar's Wood-Fired Grill - Northfield,Brown Derby - Cleveland
r2BP0Irh63hqYUDSZd0ijQ,Amore Ristorante & Pizzeria - Willowick,Zappitelli's Pizza - Mentor,Sorrento Ristorante & Pizzeria - Sheffield Village
r3lT2Qd80FXBoJKaVGY1Vw,Rise and Dine Cafe - Chesterland,Yours Truly Restaurants - Mentor,Gray Dog Diner - Lakewood
rDegp5eG69OVtXo2380p4Q,Bob Evans - Lakewood,Fun Buffet - Streetsboro,Toko Japanese Steak House - Kent
rFRNjwr6Z3r4agQG-LtluA,Grind Burger - Highland Heights,The Rail - Fairlawn,The Rail - North Olmsted
rKDQW6e0fDWMa8uCFQtt9A,Joe's Deli - Rocky River,Miega Restaurant - Cleveland,Boiling Seafood Crawfish - Cleveland Heights
rPL1gw_0Afm8nOAfLW53MQ,Dewey's Pizza - Cleveland Heights,Pizza 216 - Cleveland,Vero Pizza Napoletana - Cleveland Heights
rRTz0zVbjmrEY8dEZmPJTA,Szechwan Garden - Lakewood,Number One Pho - Cleveland,Lemon Falls - Chagrin Falls
rSAg87gLy4YPWMJ_zMBn-g,Crust - Cleveland,Cleveland Pizza Co - Willowick,Geraci's Restaurant - University Heights
rV6PwAjgpTx5Knr5lYouoQ,Luca's New York Style Pizza - Stow,Courthouse Pizzeria - Medina,Capri Pizza - Cleveland
rZXfYxaXTFxALpbjv7i9Eg,Cha Spirits & Pizza Kitchen - Cleveland,Pizza 216 - Cleveland,3 Palms Pizzeria - Westlake
rcoAajAVBBXsBNfgKYaH-w,Chick-fil-A - Strongsville,Jack's Deli & Restaurant - Cleveland,Juji's Cafe - Cleveland
rfvdrAv1yq5_5mFl-aOAdg,Wine Bar Rocky River - Rocky River,Lava Lounge - Cleveland,The Boneyard Beer Farm and Mesquite Grill - Mayfield Heights
rkQEar8WP8gNtv-OPvLD1A,Darby's on Fifty-Nine - Cuyahoga Falls,Local Tavern - Mentor,Fisher's Cafe & Pub - Peninsula
rkzU4UiTTXF54-FOELy9eA,Cozumel - Lakewood,El Jalapeños - Cleveland,El Campesino - Stow
rlDuAQgXTnVcdFXeEiE53A,Papa Nick's Pizza & Pasta - Cleveland,3 Brothers Pizza - Middleburg Heights,DeGaetano's Village Square Pizza - Woodmere
